CommentId,WorkOrderId,CreatedDate,Comment,CommentType
C-50293,WO-10147,2023-09-17T03:00:00+00:00,Pressure issue returned after previous visit. Technician observed a corroded valve stem contributing to restricted flow.,technician
C-50294,WO-10147,2023-09-17T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50295,WO-10148,2023-11-11T03:00:00+00:00,Replaced worn valve stem and restored normal pressure.,technician
C-50296,WO-10148,2023-11-11T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50297,WO-10149,2023-08-28T03:00:00+00:00,Standing water observed near hydrant flange.,technician
C-50298,WO-10149,2023-08-28T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50299,WO-10150,2023-09-09T03:00:00+00:00,Crew isolated service and found continued seepage.,technician
C-50300,WO-10150,2023-09-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50301,WO-10151,2023-10-15T03:00:00+00:00,Leak returned at the same connection.,technician
C-50302,WO-10151,2023-10-15T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50303,WO-10152,2023-12-09T03:00:00+00:00,Replaced flange gasket; no additional leakage observed.,technician
C-50304,WO-10152,2023-12-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50305,WO-10153,2023-09-13T03:00:00+00:00,Heavy water flow surfaced through pavement above the main.,technician
C-50306,WO-10153,2023-09-13T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50307,WO-10154,2023-09-25T03:00:00+00:00,Crew exposed a longitudinal break in the water main.,technician
C-50308,WO-10154,2023-09-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50309,WO-10155,2023-10-31T03:00:00+00:00,Temporary clamp is holding; monitor for renewed leakage.,technician
C-50310,WO-10155,2023-10-31T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50311,WO-10156,2023-12-25T03:00:00+00:00,Installed permanent repair sleeve and returned main to service.,technician
C-50312,WO-10156,2023-12-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50313,WO-10157,2023-09-19T03:00:00+00:00,Sewer backup reported at upstream cleanout.,technician
C-50314,WO-10157,2023-09-19T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50315,WO-10158,2023-10-01T03:00:00+00:00,Crew cleared blockage and restored flow.,technician
C-50316,WO-10158,2023-10-01T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50317,WO-10159,2023-11-06T03:00:00+00:00,Backup recurred after prior cleaning. Camera inspection documented root intrusion at joint 14.,technician
C-50318,WO-10159,2023-11-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50319,WO-10160,2023-12-31T03:00:00+00:00,Camera inspection documented root intrusion at joint 14.,technician
C-50320,WO-10160,2023-12-31T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50321,WO-10161,2023-10-14T03:00:00+00:00,Pothole measured in the eastbound travel lane.,technician
C-50322,WO-10161,2023-10-14T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50323,WO-10162,2023-10-26T03:00:00+00:00,Crew placed cold patch and reopened lane.,technician
C-50324,WO-10162,2023-10-26T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50325,WO-10163,2023-12-01T03:00:00+00:00,Patch failed and pothole returned after rainfall.,technician
C-50326,WO-10163,2023-12-01T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50327,WO-10164,2024-01-25T03:00:00+00:00,Removed failed material and installed compacted hot-mix patch.,technician
C-50328,WO-10164,2024-01-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50329,WO-10165,2023-10-25T03:00:00+00:00,Alligator cracking observed across the wheel path.,technician
C-50330,WO-10165,2023-10-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50331,WO-10166,2023-11-06T03:00:00+00:00,Crack seal applied to limit water intrusion.,technician
C-50332,WO-10166,2023-11-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50333,WO-10167,2023-12-12T03:00:00+00:00,Surface damage expanded beyond prior treatment area.,technician
C-50334,WO-10167,2023-12-12T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50335,WO-10168,2024-02-05T03:00:00+00:00,Scheduled core sampling before selecting rehabilitation treatment.,technician
C-50336,WO-10168,2024-02-05T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50337,WO-10169,2023-11-09T03:00:00+00:00,Meter not reading during scheduled route.,technician
C-50338,WO-10169,2023-11-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50339,WO-10170,2023-11-21T03:00:00+00:00,Technician reset endpoint; intermittent readings continued.,technician
C-50340,WO-10170,2023-11-21T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50341,WO-10171,2023-12-27T03:00:00+00:00,Meter failed again during remote read cycle. Technician confirmed a failed meter register.,technician
C-50342,WO-10171,2023-12-27T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50343,WO-10172,2024-02-20T03:00:00+00:00,Replaced failed register and verified three consecutive reads.,technician
C-50344,WO-10172,2024-02-20T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50345,WO-10173,2023-11-24T03:00:00+00:00,Second floor reported no cooling from east-zone air handler.,technician
C-50346,WO-10173,2023-11-24T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50347,WO-10174,2023-12-06T03:00:00+00:00,Reset controller; supply air temperature remained unstable.,technician
C-50348,WO-10174,2023-12-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50349,WO-10175,2024-01-11T03:00:00+00:00,Cooling issue returned during afternoon load.,technician
C-50350,WO-10175,2024-01-11T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50351,WO-10176,2024-03-06T03:00:00+00:00,Replaced failed actuator and verified damper travel.,technician
C-50352,WO-10176,2024-03-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50353,WO-10177,2023-12-08T03:00:00+00:00,Lighting circuit lost power in the public corridor.,technician
C-50354,WO-10177,2023-12-08T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50355,WO-10178,2023-12-20T03:00:00+00:00,Breaker reset; circuit current was within rated range. Contact Jordan Rivera at 303-555-0182; employee ID EMP-48291.,technician
C-50356,WO-10178,2023-12-20T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50357,WO-10179,2024-01-25T03:00:00+00:00,Circuit tripped again under evening load.,technician
C-50358,WO-10179,2024-01-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50359,WO-10180,2024-03-20T03:00:00+00:00,Replaced damaged contactor and verified normal operation.,technician
C-50360,WO-10180,2024-03-20T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50361,WO-10181,2023-12-25T03:00:00+00:00,Resident reports low pressure at service connection.,technician
C-50362,WO-10181,2023-12-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50363,WO-10182,2024-01-06T03:00:00+00:00,Crew checked service line; pressure remains below expected range.,technician
C-50364,WO-10182,2024-01-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50365,WO-10183,2024-01-19T03:00:00+00:00,Standing water observed near hydrant flange.,technician
C-50366,WO-10183,2024-01-19T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50367,WO-10184,2024-01-31T03:00:00+00:00,Crew isolated service and found continued seepage.,technician
C-50368,WO-10184,2024-01-31T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50369,WO-10185,2024-01-28T03:00:00+00:00,Heavy water flow surfaced through pavement above the main.,technician
C-50370,WO-10185,2024-01-28T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50371,WO-10186,2024-02-09T03:00:00+00:00,Crew exposed a longitudinal break in the water main.,technician
C-50372,WO-10186,2024-02-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50373,WO-10187,2024-02-09T03:00:00+00:00,Sewer backup reported at upstream cleanout.,technician
C-50374,WO-10187,2024-02-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50375,WO-10188,2024-02-21T03:00:00+00:00,Crew cleared blockage and restored flow.,technician
C-50376,WO-10188,2024-02-21T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50377,WO-10189,2024-02-25T03:00:00+00:00,Pothole measured in the eastbound travel lane.,technician
C-50378,WO-10189,2024-02-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50379,WO-10190,2024-03-08T03:00:00+00:00,Crew placed cold patch and reopened lane.,technician
C-50380,WO-10190,2024-03-08T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50381,WO-10191,2024-03-17T03:00:00+00:00,Alligator cracking observed across the wheel path.,technician
C-50382,WO-10191,2024-03-17T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50383,WO-10192,2024-03-29T03:00:00+00:00,Crack seal applied to limit water intrusion.,technician
C-50384,WO-10192,2024-03-29T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50385,WO-10193,2024-03-28T03:00:00+00:00,Meter not reading during scheduled route.,technician
C-50386,WO-10193,2024-03-28T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50387,WO-10194,2024-04-09T03:00:00+00:00,Technician reset endpoint; intermittent readings continued.,technician
C-50388,WO-10194,2024-04-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50389,WO-10195,2024-04-17T03:00:00+00:00,Second floor reported no cooling from east-zone air handler.,technician
C-50390,WO-10195,2024-04-17T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50391,WO-10196,2024-04-29T03:00:00+00:00,Reset controller; supply air temperature remained unstable.,technician
C-50392,WO-10196,2024-04-29T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50393,WO-10197,2024-05-03T03:00:00+00:00,Lighting circuit lost power in the public corridor.,technician
C-50394,WO-10197,2024-05-03T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50395,WO-10198,2024-05-15T03:00:00+00:00,Breaker reset; circuit current was within rated range.,technician
C-50396,WO-10198,2024-05-15T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50397,WO-10199,2024-05-23T03:00:00+00:00,Resident reports low pressure at service connection.,technician
C-50398,WO-10199,2024-05-23T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50399,WO-10200,2024-06-04T03:00:00+00:00,Crew checked service line; pressure remains below expected range.,technician
C-50400,WO-10200,2024-06-04T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50401,WO-10201,2024-06-03T03:00:00+00:00,Standing water observed near hydrant flange.,technician
C-50402,WO-10201,2024-06-03T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50403,WO-10202,2024-06-15T03:00:00+00:00,Crew isolated service and found continued seepage. Contact Jordan Rivera at 303-555-0182; employee ID EMP-48291.,technician
C-50404,WO-10202,2024-06-15T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50405,WO-10203,2024-06-27T03:00:00+00:00,Heavy water flow surfaced through pavement above the main.,technician
C-50406,WO-10203,2024-06-27T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50407,WO-10204,2024-07-09T03:00:00+00:00,Crew exposed a longitudinal break in the water main.,technician
C-50408,WO-10204,2024-07-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50409,WO-10205,2024-07-01T03:00:00+00:00,Sewer backup reported at upstream cleanout.,technician
C-50410,WO-10205,2024-07-01T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50411,WO-10206,2024-07-13T03:00:00+00:00,Crew cleared blockage and restored flow.,technician
C-50412,WO-10206,2024-07-13T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50413,WO-10207,2024-07-28T03:00:00+00:00,Pothole measured in the eastbound travel lane.,technician
C-50414,WO-10207,2024-07-28T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50415,WO-10208,2024-08-09T03:00:00+00:00,Crew placed cold patch and reopened lane.,technician
C-50416,WO-10208,2024-08-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50417,WO-10209,2024-08-09T03:00:00+00:00,Alligator cracking observed across the wheel path.,technician
C-50418,WO-10209,2024-08-09T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50419,WO-10210,2024-08-21T03:00:00+00:00,Crack seal applied to limit water intrusion.,technician
C-50420,WO-10210,2024-08-21T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50421,WO-10211,2024-08-26T03:00:00+00:00,Meter not reading during scheduled route.,technician
C-50422,WO-10211,2024-08-26T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50423,WO-10212,2024-09-04T03:00:00+00:00,Second floor reported no cooling from east-zone air handler.,technician
C-50424,WO-10212,2024-09-04T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50425,WO-10213,2024-09-25T03:00:00+00:00,Lighting circuit lost power in the public corridor.,technician
C-50426,WO-10213,2024-09-25T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50427,WO-10214,2024-10-06T03:00:00+00:00,Resident reports low pressure at service connection.,technician
C-50428,WO-10214,2024-10-06T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50429,WO-10215,2024-10-29T03:00:00+00:00,Standing water observed near hydrant flange.,technician
C-50430,WO-10215,2024-10-29T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50431,WO-10216,2024-11-10T03:00:00+00:00,Heavy water flow surfaced through pavement above the main.,technician
C-50432,WO-10216,2024-11-10T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50433,WO-10217,2024-12-02T03:00:00+00:00,Sewer backup reported at upstream cleanout.,technician
C-50434,WO-10217,2024-12-02T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50435,WO-10218,2024-12-17T03:00:00+00:00,Pothole measured in the eastbound travel lane.,technician
C-50436,WO-10218,2024-12-17T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50437,WO-10219,2024-12-29T03:00:00+00:00,Alligator cracking observed across the wheel path.,technician
C-50438,WO-10219,2024-12-29T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50439,WO-10220,2025-01-18T03:00:00+00:00,Meter not reading during scheduled route.,technician
C-50440,WO-10220,2025-01-18T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50441,WO-10221,2025-01-28T03:00:00+00:00,Second floor reported no cooling from east-zone air handler.,technician
C-50442,WO-10221,2025-01-28T00:00:00+00:00,Dispatched to crew.,dispatcher
C-50443,WO-10222,2025-02-21T03:00:00+00:00,Lighting circuit lost power in the public corridor.,technician
C-50444,WO-10222,2025-02-21T00:00:00+00:00,Dispatched to crew.,dispatcher
